Episode,Plan,Why Actions?,Actions,Why Not?,Tree
7,"['occurs(move(learner,7,14),4)', 'occurs(move(learner,6,14),5)', 'occurs(move(learner,5,14),6)']","[[['holds(in(learner,7,15),4),-next_to(5,14,7,15)'], 'holds(in(learner,5,14),6)', 6], [['holds(in(learner,7,14),5),-next_to(5,14,7,14)'], 'holds(in(learner,5,14),6)', 6]]","['move(learner,15,2)', 'rotate(learner,south1)']","[[[], ['holds(in(learner,7,15),4),-next_to(15,2,7,15)']], [['holds(face(learner,south),5),-next_dir(south1,north_east)']]]","belief0 : 
['-occurs(rotate(learner,south1),5)']
None
belief1 : 
[('holds(face(learner,south),5)', '-next_dir(south1,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
7,"['occurs(move(learner,7,14),4)', 'occurs(move(learner,6,14),5)', 'occurs(move(learner,5,14),6)']","[[['holds(in(learner,7,15),4),-next_to(5,14,7,15)'], 'holds(in(learner,5,14),6)', 6], [['holds(in(learner,7,14),5),-next_to(5,14,7,14)'], 'holds(in(learner,5,14),6)', 6], []]","['move(learner,15,2)', 'rotate(learner,south1)', 'move(learner,9,1)']","[[[], ['holds(in(learner,7,15),4),-next_to(15,2,7,15)']], [['holds(face(learner,south),5),-next_dir(south1,north_east)']], [[], ['holds(in(learner,6,14),6),-next_to(9,1,6,14)']]]","belief0 : 
['-occurs(move(learner,9,1),6)']
None
"
7,[],[[]],"['rotate(learner,south_east)']","[[['holds(face(learner,south),7),-next_dir(south_east,north_east)']]]","belief0 : 
['-occurs(rotate(learner,south_east),7)']
None
belief1 : 
[('holds(face(learner,south),7)', '-next_dir(south_east,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
7,"['occurs(shoot(learner,attacker2),8)']",[[]],"['move(learner,8,11)']","[[[], ['holds(in(learner,5,13),8),-next_to(8,11,5,13)']]]","belief0 : 
['-occurs(move(learner,8,11),8)']
None
"
7,"['occurs(shoot(learner,attacker2),9)']",[[]],"['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),9)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),9)']
None
belief1 : 
['-holds(in_range(learner,attacker3),9)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
7,"['occurs(move(learner,5,13),10)', 'occurs(shoot(learner,attacker1),11)']","[[['-holds(in_range(learner,attacker1),10)'], 'holds(agent_shot(attacker1),11)', 11]]","['move(learner,15,9)']","[[[], ['holds(in(learner,4,13),10),-next_to(15,9,4,13)']]]","belief0 : 
['-occurs(move(learner,15,9),10)']
None
"
7,"['occurs(move(learner,5,13),10)', 'occurs(shoot(learner,attacker1),11)']","[[['-holds(in_range(learner,attacker1),10)'], 'holds(agent_shot(attacker1),11)', 11], []]","['move(learner,15,9)', 'rotate(learner,north_east2)']","[[[], ['holds(in(learner,4,13),10),-next_to(15,9,4,13)']], [['holds(face(learner,south),11),-next_dir(north_east2,south)']]]","belief0 : 
['-occurs(rotate(learner,north_east2),11)']
None
belief1 : 
[('holds(face(learner,south),11)', '-next_dir(north_east2,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
7,"['occurs(move(learner,6,13),12)', 'occurs(move(learner,7,13),13)', 'occurs(shoot(learner,attacker1),14)']","[[['-holds(in_range(learner,attacker1),12)'], 'holds(agent_shot(attacker1),14)', 14]]","['rotate(learner,south_east1)']","[[['holds(face(learner,south),12),-next_dir(south_east1,north_east)']]]","belief0 : 
['-occurs(rotate(learner,south_east1),12)']
None
belief1 : 
[('holds(face(learner,south),12)', '-next_dir(south_east1,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
7,"['occurs(move(learner,6,13),12)', 'occurs(move(learner,7,13),13)', 'occurs(shoot(learner,attacker1),14)']","[[['-holds(in_range(learner,attacker1),12)'], 'holds(agent_shot(attacker1),14)', 14], [['-holds(in_range(learner,attacker1),13)'], 'holds(agent_shot(attacker1),14)', 14]]","['rotate(learner,south_east1)', 'move(learner,2,11)']","[[['holds(face(learner,south),12),-next_dir(south_east1,north_east)']], [[], ['holds(in(learner,6,13),13),-next_to(2,11,6,13)']]]","belief0 : 
['-occurs(move(learner,2,11),13)']
None
"
7,"['occurs(move(learner,6,13),12)', 'occurs(move(learner,7,13),13)', 'occurs(shoot(learner,attacker1),14)']","[[['-holds(in_range(learner,attacker1),12)'], 'holds(agent_shot(attacker1),14)', 14], [['-holds(in_range(learner,attacker1),13)'], 'holds(agent_shot(attacker1),14)', 14], []]","['rotate(learner,south_east1)', 'move(learner,2,11)', 'shoot(learner,attacker3)']","[[['holds(face(learner,south),12),-next_dir(south_east1,north_east)']], [[], ['holds(in(learner,6,13),13),-next_to(2,11,6,13)']], [[], ['-holds(in_range(learner,attacker3),14)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),14)']
None
belief1 : 
['-holds(in_range(learner,attacker3),14)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
7,[],[[]],"['move(learner,2,4)']","[[[], []]]","belief0 : 
['-occurs(move(learner,2,4),15)']
None
"
7,[],[[]],"['shoot(learner,attacker3)']","[[[], []]]","belief0 : 
['-occurs(shoot(learner,attacker3),16)']
None
"
7,[],[[]],"['shoot(learner,attacker1)']","[[[], []]]","belief0 : 
['-occurs(shoot(learner,attacker1),17)']
None
"
8,"['occurs(move(learner,10,14),1)', 'occurs(move(learner,9,14),2)', 'occurs(move(learner,8,14),3)']","[[['holds(in(learner,10,15),1),-next_to(8,14,10,15)'], 'holds(in(learner,8,14),3)', 3]]","['move(learner,17,15)']","[[[], ['holds(in(learner,10,15),1),-next_to(17,15,10,15)']]]","belief0 : 
['-occurs(move(learner,17,15),1)']
None
"
8,"['occurs(move(learner,10,14),1)', 'occurs(move(learner,9,14),2)', 'occurs(move(learner,8,14),3)']","[[['holds(in(learner,10,15),1),-next_to(8,14,10,15)'], 'holds(in(learner,8,14),3)', 3], [['holds(in(learner,10,14),2),-next_to(8,14,10,14)'], 'holds(in(learner,8,14),3)', 3]]","['move(learner,17,15)', 'rotate(learner,west1)']","[[[], ['holds(in(learner,10,15),1),-next_to(17,15,10,15)']], [['holds(face(learner,south),2),-next_dir(west1,north_east)']]]","belief0 : 
['-occurs(rotate(learner,west1),2)']
None
belief1 : 
[('holds(face(learner,south),2)', '-next_dir(west1,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
8,"['occurs(move(learner,10,14),1)', 'occurs(move(learner,9,14),2)', 'occurs(move(learner,8,14),3)']","[[['holds(in(learner,10,15),1),-next_to(8,14,10,15)'], 'holds(in(learner,8,14),3)', 3], [['holds(in(learner,10,14),2),-next_to(8,14,10,14)'], 'holds(in(learner,8,14),3)', 3], []]","['move(learner,17,15)', 'rotate(learner,west1)', 'move(learner,10,2)']","[[[], ['holds(in(learner,10,15),1),-next_to(17,15,10,15)']], [['holds(face(learner,south),2),-next_dir(west1,north_east)']], [[], ['holds(in(learner,9,14),3),-next_to(10,2,9,14)']]]","belief0 : 
['-occurs(move(learner,10,2),3)']
None
"
8,"['occurs(move(learner,9,14),4)', 'occurs(move(learner,10,14),5)', 'occurs(move(learner,11,14),6)']","[[['holds(in(learner,9,15),4),-next_to(11,14,9,15)'], 'holds(in(learner,11,14),6)', 6]]","['rotate(learner,west1)']","[[['holds(face(learner,south),4),-next_dir(west1,north_east)']]]","belief0 : 
['-occurs(rotate(learner,west1),4)']
None
belief1 : 
[('holds(face(learner,south),4)', '-next_dir(west1,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
8,"['occurs(move(learner,9,14),4)', 'occurs(move(learner,10,14),5)', 'occurs(move(learner,11,14),6)']","[[['holds(in(learner,9,15),4),-next_to(11,14,9,15)'], 'holds(in(learner,11,14),6)', 6], [['holds(in(learner,9,14),5),-next_to(11,14,9,14)'], 'holds(in(learner,11,14),6)', 6]]","['rotate(learner,west1)', 'rotate(learner,south2)']","[[['holds(face(learner,south),4),-next_dir(west1,north_east)']], [['holds(face(learner,south),5),-next_dir(south2,north_east)']]]","belief0 : 
['-occurs(rotate(learner,south2),5)']
None
belief1 : 
[('holds(face(learner,south),5)', '-next_dir(south2,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
8,"['occurs(move(learner,9,14),4)', 'occurs(move(learner,10,14),5)', 'occurs(move(learner,11,14),6)']","[[['holds(in(learner,9,15),4),-next_to(11,14,9,15)'], 'holds(in(learner,11,14),6)', 6], [['holds(in(learner,9,14),5),-next_to(11,14,9,14)'], 'holds(in(learner,11,14),6)', 6], []]","['rotate(learner,west1)', 'rotate(learner,south2)', 'move(learner,18,0)']","[[['holds(face(learner,south),4),-next_dir(west1,north_east)']], [['holds(face(learner,south),5),-next_dir(south2,north_east)']], [[], ['holds(in(learner,10,14),6),-next_to(18,0,10,14)']]]","belief0 : 
['-occurs(move(learner,18,0),6)']
None
"
8,[],[[]],"['rotate(learner,north_west2)']","[[['holds(face(learner,south),7),-next_dir(north_west2,north_east)']]]","belief0 : 
['-occurs(rotate(learner,north_west2),7)']
None
belief1 : 
[('holds(face(learner,south),7)', '-next_dir(north_west2,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
8,"['occurs(shoot(learner,attacker1),8)']",[[]],"['rotate(learner,south_west2)']","[[['holds(face(learner,south),8),-next_dir(south_west2,north_east)']]]","belief0 : 
['-occurs(rotate(learner,south_west2),8)']
None
belief1 : 
[('holds(face(learner,south),8)', '-next_dir(south_west2,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
8,"['occurs(shoot(learner,attacker1),9)']",[[]],"['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),9)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),9)']
None
belief1 : 
['-holds(in_range(learner,attacker3),9)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
9,"['occurs(move(learner,8,14),1)', 'occurs(move(learner,7,14),2)', 'occurs(move(learner,6,14),3)']","[[['holds(in(learner,9,14),1),-next_to(6,14,9,14)'], 'holds(in(learner,6,14),3)', 3]]","['rotate(learner,east2)']","[[['holds(face(learner,south),1),-next_dir(east2,north_east)']]]","belief0 : 
['-occurs(rotate(learner,east2),1)']
None
belief1 : 
[('holds(face(learner,south),1)', '-next_dir(east2,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
9,"['occurs(move(learner,8,14),1)', 'occurs(move(learner,7,14),2)', 'occurs(move(learner,6,14),3)']","[[['holds(in(learner,9,14),1),-next_to(6,14,9,14)'], 'holds(in(learner,6,14),3)', 3], [['holds(in(learner,8,14),2),-next_to(6,14,8,14)'], 'holds(in(learner,6,14),3)', 3]]","['rotate(learner,east2)', 'move(learner,16,14)']","[[['holds(face(learner,south),1),-next_dir(east2,north_east)']], [[], ['holds(in(learner,8,14),2),-next_to(16,14,8,14)']]]","belief0 : 
['-occurs(move(learner,16,14),2)']
None
"
9,"['occurs(move(learner,8,14),1)', 'occurs(move(learner,7,14),2)', 'occurs(move(learner,6,14),3)']","[[['holds(in(learner,9,14),1),-next_to(6,14,9,14)'], 'holds(in(learner,6,14),3)', 3], [['holds(in(learner,8,14),2),-next_to(6,14,8,14)'], 'holds(in(learner,6,14),3)', 3], []]","['rotate(learner,east2)', 'move(learner,16,14)', 'move(learner,5,3)']","[[['holds(face(learner,south),1),-next_dir(east2,north_east)']], [[], ['holds(in(learner,8,14),2),-next_to(16,14,8,14)']], [[], ['holds(in(learner,7,14),3),-next_to(5,3,7,14)']]]","belief0 : 
['-occurs(move(learner,5,3),3)']
None
"
9,"['occurs(move(learner,5,13),4)', 'occurs(move(learner,4,13),5)']","[[['holds(in(learner,6,13),4),-next_to(4,13,6,13)'], 'holds(in(learner,4,13),5)', 5]]","['move(learner,14,15)']","[[[], ['holds(in(learner,6,13),4),-next_to(14,15,6,13)']]]","belief0 : 
['-occurs(move(learner,14,15),4)']
None
"
9,"['occurs(move(learner,5,13),4)', 'occurs(move(learner,4,13),5)']","[[['holds(in(learner,6,13),4),-next_to(4,13,6,13)'], 'holds(in(learner,4,13),5)', 5], []]","['move(learner,14,15)', 'rotate(learner,north_east)']","[[[], ['holds(in(learner,6,13),4),-next_to(14,15,6,13)']], [['holds(face(learner,south),5),-next_dir(north_east,north_east)']]]","belief0 : 
['-occurs(rotate(learner,north_east),5)']
None
belief1 : 
[('holds(face(learner,south),5)', '-next_dir(north_east,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
9,[],[[]],"['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),6)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),6)']
None
belief1 : 
['-holds(in_range(learner,attacker3),6)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
9,[],[[]],"['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),7)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),7)']
None
belief1 : 
['-holds(in_range(learner,attacker3),7)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
9,"['occurs(shoot(learner,attacker2),8)']",[[]],"['shoot(learner,attacker1)']","[[[], ['-holds(in_range(learner,attacker1),8)']]]","belief0 : 
['-occurs(shoot(learner,attacker1),8)']
None
belief1 : 
['-holds(in_range(learner,attacker1),8)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
9,[],[[]],"['move(learner,7,9)']","[[[], []]]","belief0 : 
['-occurs(move(learner,7,9),9)']
None
"
9,[],[[]],"['shoot(learner,attacker2)']","[[[], []]]","belief0 : 
['-occurs(shoot(learner,attacker2),10)']
None
"
